DateTimeUT,"FIES room WebSensor1 Temperature near ceiling","FIES room WebSensor1 Humidity","FIES room WebSensor1 Illumination","FIES front room WebSensor2 Temperature","FIES front room WebSensor2 Humidity","FIES front room WebSensor2 Illumination","FIES inside black box at rear","FIES room near ceiling and fan control","FIES under grating in tank","FIES front room","FIES below table girder","FIES above heater radiator","FIES inside black box centre","FIES above ceiling","FIES grating tank housing","FIES inside white box rear","FIES inside white box centre","FIES centre of table [inc. gnd]","FIES ceiling near instrument (Aarhus 1)","FIES inside black box (Aarhus 2)","FIES Inside white box under dewar (Aarhus 3)","FIES Detector temperature","FIES Dewar temperature","FIES Detector pressure","FIES Atmospheric Pressure","FIES grating tank pressure"
"2020-05-29 12:39:20",20.2,31.8,0,18.2,33.6,0.4,20.055,19.73,20.466,17.74,19.216,23.779,20.345,17.713,20.595,20.101,20.553,20.431,20.64,20.73,21.37,-120,-176.18,1.18e-06,772.725,768.653
"2020-05-29 12:40:20",20.2,31.8,0,18.3,33.3,0.4,20.055,19.725,20.466,17.774,19.216,23.681,20.345,17.716,20.595,20.042,20.559,20.431,20.68,20.75,21.36,-120,-176.19,1.18e-06,772.756,768.655
"2020-05-29 12:41:19",20.3,31.9,0,18.3,33.2,0.4,20.055,19.721,20.466,17.786,19.216,23.947,20.345,17.693,20.594,20.083,20.553,20.431,20.67,20.77,21.38,-120.02,-176.2,1.18e-06,772.758,768.655
"2020-05-29 12:42:20",20.3,31.8,0,18.2,33.4,0.4,20.055,19.718,20.466,17.699,19.216,23.7,20.345,17.691,20.594,20.039,20.543,20.431,20.63,20.74,21.36,-120.01,-176.19,1.18e-06,772.749,768.653
"2020-05-29 12:43:19",20.2,31.9,0,18,33.6,0.4,20.055,19.697,20.466,17.666,19.216,23.506,20.345,17.677,20.594,20.002,20.539,20.431,20.66,20.75,21.36,-120,-176.18,1.18e-06,772.764,768.653
"2020-05-29 12:44:20",20.3,31.8,0,17.9,33.8,0.4,20.055,19.698,20.466,17.605,19.216,23.534,20.345,17.681,20.595,20.041,20.556,20.43,20.66,20.74,21.36,-120.02,-176.18,1.18e-06,772.768,768.652
"2020-05-29 12:45:20",20.2,31.9,0,18,33.9,0.4,20.055,19.672,20.466,17.645,19.216,23.702,20.345,17.688,20.595,20.033,20.559,20.43,20.65,20.72,21.34,-120,-176.19,1.18e-06,772.736,768.654
"2020-05-29 12:46:20",20.3,31.8,0,18.2,33.6,0.4,20.055,19.683,20.466,17.71,19.215,23.7,20.345,17.723,20.595,19.987,20.568,20.431,20.64,20.75,21.35,-120.01,-176.19,1.18e-06,772.747,768.653
"2020-05-29 12:47:19",20.2,31.8,0,18.2,33.6,0.4,20.055,19.706,20.466,17.69,19.215,23.819,20.345,17.708,20.595,19.956,20.559,20.43,20.64,20.74,21.38,-119.99,-176.2,1.18e-06,772.732,768.654
"2020-05-29 12:48:20",20.3,31.9,0,18.2,33.5,0.4,20.055,19.701,20.466,17.716,19.215,23.737,20.345,17.725,20.595,20.048,20.559,20.43,20.64,20.74,21.33,-120,-176.18,1.18e-06,772.73,768.653
"2020-05-29 12:49:20",20.3,31.8,0,18.3,33.3,0.4,20.055,19.717,20.466,17.747,19.215,23.88,20.345,17.731,20.595,20.054,20.567,20.431,20.65,20.76,21.34,-119.99,-176.18,1.18e-06,772.715,768.652
"2020-05-29 12:50:19",20.3,31.9,0,18.2,33.5,0.4,20.055,19.712,20.466,17.702,19.215,23.867,20.345,17.703,20.595,20.069,20.559,20.43,20.67,20.77,21.37,-120,-176.19,1.18e-06,772.693,768.655
"2020-05-29 12:51:20",20.3,31.9,0,18,33.7,0.4,20.055,19.707,20.466,17.656,19.215,23.311,20.345,17.714,20.595,20.014,20.559,20.43,20.64,20.73,21.37,-120,-176.18,1.18e-06,772.701,768.654
